customer_id,risk_category,intervention_type,amount_due,amount_recovered,outstanding_after,recovery_status,communication_status,intervention_date_offset_days
CUSTOMER_0311,LOW,No Intervention,8995,8995,0,Recovered,Not Sent,-2
CUSTOMER_0312,LOW,No Intervention,3103,3103,0,Recovered,Not Sent,-10
CUSTOMER_0313,LOW,No Intervention,5032,5032,0,Recovered,Not Sent,-10
CUSTOMER_0314,AT-RISK,Email Reminder,12585,4560,8025,Partially Recovered,Not Sent,-7
CUSTOMER_0315,AT-RISK,Email Reminder,10044,2553,7491,Partially Recovered,Not Sent,-2
CUSTOMER_0316,AT-RISK,Email Reminder,11315,11315,0,Recovered,Not Sent,-4
CUSTOMER_0317,HIGH,Phone Call,3600,0,3600,Not Recovered,Not Sent,-9
CUSTOMER_0318,CRITICAL,Manual Follow-up,9628,9628,0,Recovered,Not Sent,-4
CUSTOMER_0319,LOW,No Intervention,3426,3426,0,Recovered,Not Sent,-1
CUSTOMER_0320,LOW,No Intervention,2901,2901,0,Recovered,Not Sent,-6
CUSTOMER_0321,HIGH,Phone Call,16006,16006,0,Recovered,Not Sent,-4
CUSTOMER_0322,AT-RISK,Email Reminder,10431,10431,0,Recovered,Not Sent,-3
CUSTOMER_0323,LOW,No Intervention,46374,46374,0,Recovered,Not Sent,-9
CUSTOMER_0324,LOW,No Intervention,10542,10542,0,Recovered,Not Sent,-3
CUSTOMER_0325,HIGH,Phone Call,5167,1951,3216,Partially Recovered,Not Sent,-5
CUSTOMER_0326,CRITICAL,Manual Follow-up,16835,0,16835,Not Recovered,Not Sent,-1
CUSTOMER_0327,LOW,No Intervention,8423,8423,0,Recovered,Not Sent,-2
CUSTOMER_0328,AT-RISK,Email Reminder,12968,12968,0,Recovered,Not Sent,-9
CUSTOMER_0329,CRITICAL,Manual Follow-up,15289,0,15289,Not Recovered,Not Sent,-1
CUSTOMER_0330,AT-RISK,Email Reminder,8757,8757,0,Recovered,Not Sent,-7
CUSTOMER_0331,AT-RISK,Email Reminder,30106,30106,0,Recovered,Not Sent,-8
CUSTOMER_0332,CRITICAL,Manual Follow-up,26080,0,26080,Not Recovered,Not Sent,-4
CUSTOMER_0333,LOW,No Intervention,3718,3718,0,Recovered,Not Sent,-4
CUSTOMER_0334,AT-RISK,Email Reminder,7126,7126,0,Recovered,Not Sent,-5
CUSTOMER_0335,LOW,No Intervention,8782,8782,0,Recovered,Not Sent,-9
CUSTOMER_0336,AT-RISK,Email Reminder,8234,8234,0,Recovered,Not Sent,-3
CUSTOMER_0337,LOW,No Intervention,4835,4835,0,Recovered,Not Sent,-8
CUSTOMER_0338,HIGH,Phone Call,8023,0,8023,Not Recovered,Not Sent,-4
CUSTOMER_0339,LOW,No Intervention,9084,9084,0,Recovered,Not Sent,-1
CUSTOMER_0340,CRITICAL,Manual Follow-up,5405,5405,0,Recovered,Not Sent,-3
CUSTOMER_0341,LOW,No Intervention,9474,9474,0,Recovered,Not Sent,-2
CUSTOMER_0342,AT-RISK,Email Reminder,10660,10660,0,Recovered,Not Sent,-2
CUSTOMER_0343,LOW,No Intervention,3250,3250,0,Recovered,Not Sent,-1
CUSTOMER_0344,AT-RISK,Email Reminder,22091,0,22091,Pending,Not Sent,-1
CUSTOMER_0345,LOW,No Intervention,4509,4509,0,Recovered,Not Sent,-9
CUSTOMER_0346,HIGH,Phone Call,6066,0,6066,Pending,Not Sent,-10
CUSTOMER_0347,HIGH,Phone Call,9353,2635,6718,Partially Recovered,Not Sent,-2
CUSTOMER_0348,AT-RISK,Email Reminder,4729,4729,0,Recovered,Not Sent,-10
CUSTOMER_0349,LOW,No Intervention,8003,8003,0,Recovered,Not Sent,-3
CUSTOMER_0350,LOW,No Intervention,1135,1135,0,Recovered,Not Sent,-6
CUSTOMER_0351,AT-RISK,Email Reminder,3367,3367,0,Recovered,Not Sent,-5
CUSTOMER_0352,CRITICAL,Manual Follow-up,38040,8018,30022,Partially Recovered,Not Sent,-7
CUSTOMER_0353,LOW,No Intervention,7847,7847,0,Recovered,Not Sent,-4
CUSTOMER_0354,LOW,No Intervention,18100,18100,0,Recovered,Not Sent,-9
CUSTOMER_0355,LOW,No Intervention,9762,9762,0,Recovered,Not Sent,-8
CUSTOMER_0356,LOW,No Intervention,4779,4779,0,Recovered,Not Sent,-10
CUSTOMER_0357,HIGH,Phone Call,19596,19596,0,Recovered,Not Sent,-9
CUSTOMER_0358,AT-RISK,Email Reminder,3494,3494,0,Recovered,Not Sent,-5
CUSTOMER_0359,LOW,No Intervention,8098,8098,0,Recovered,Not Sent,-9
CUSTOMER_0360,AT-RISK,Email Reminder,14756,0,14756,Not Recovered,Not Sent,-7
CUSTOMER_0361,LOW,No Intervention,3457,3457,0,Recovered,Not Sent,-4
CUSTOMER_0362,AT-RISK,Email Reminder,13012,13012,0,Recovered,Not Sent,-4
CUSTOMER_0363,AT-RISK,Email Reminder,907,907,0,Recovered,Not Sent,-5
CUSTOMER_0364,HIGH,Phone Call,12514,0,12514,Not Recovered,Not Sent,-6
CUSTOMER_0365,LOW,No Intervention,3346,3346,0,Recovered,Not Sent,-6
CUSTOMER_0366,LOW,No Intervention,918,918,0,Recovered,Not Sent,-2
CUSTOMER_0367,AT-RISK,Email Reminder,8553,8553,0,Recovered,Not Sent,-2
CUSTOMER_0368,LOW,No Intervention,7042,7042,0,Recovered,Not Sent,-1
CUSTOMER_0369,HIGH,Phone Call,4720,4720,0,Recovered,Not Sent,-9
CUSTOMER_0370,AT-RISK,Email Reminder,15831,15831,0,Recovered,Not Sent,-4
CUSTOMER_0371,AT-RISK,Email Reminder,10470,10470,0,Recovered,Not Sent,-1
CUSTOMER_0372,AT-RISK,Email Reminder,10532,5131,5401,Partially Recovered,Not Sent,-1
CUSTOMER_0373,LOW,No Intervention,4041,4041,0,Recovered,Not Sent,-4
CUSTOMER_0374,LOW,No Intervention,6821,6821,0,Recovered,Not Sent,-6
CUSTOMER_0375,LOW,No Intervention,8135,8135,0,Recovered,Not Sent,-6
CUSTOMER_0376,LOW,No Intervention,924,924,0,Recovered,Not Sent,-5
CUSTOMER_0377,LOW,No Intervention,2552,2552,0,Recovered,Not Sent,-6
CUSTOMER_0378,AT-RISK,Email Reminder,3631,3631,0,Recovered,Not Sent,-9
CUSTOMER_0379,LOW,No Intervention,18437,18437,0,Recovered,Not Sent,-6
CUSTOMER_0380,LOW,No Intervention,10469,10469,0,Recovered,Not Sent,-8
CUSTOMER_0381,AT-RISK,Email Reminder,8873,8873,0,Recovered,Not Sent,-3
CUSTOMER_0382,LOW,No Intervention,9758,9758,0,Recovered,Not Sent,-2
CUSTOMER_0383,LOW,No Intervention,23470,23470,0,Recovered,Not Sent,-4
CUSTOMER_0384,HIGH,Phone Call,10480,0,10480,Not Recovered,Not Sent,-4
CUSTOMER_0385,LOW,No Intervention,3684,3684,0,Recovered,Not Sent,-6
CUSTOMER_0386,AT-RISK,Email Reminder,7748,7748,0,Recovered,Not Sent,-3
CUSTOMER_0387,AT-RISK,Email Reminder,4923,4923,0,Recovered,Not Sent,-7
CUSTOMER_0388,LOW,No Intervention,7757,7757,0,Recovered,Not Sent,-6
CUSTOMER_0389,LOW,No Intervention,10371,10371,0,Recovered,Not Sent,-8
CUSTOMER_0390,LOW,No Intervention,10816,10816,0,Recovered,Not Sent,-2
CUSTOMER_0391,LOW,No Intervention,8829,8829,0,Recovered,Not Sent,-5
CUSTOMER_0392,HIGH,Phone Call,6891,6891,0,Recovered,Not Sent,-10
CUSTOMER_0393,AT-RISK,Email Reminder,3179,3179,0,Recovered,Not Sent,-7
CUSTOMER_0394,HIGH,Phone Call,9583,9583,0,Recovered,Not Sent,-5
CUSTOMER_0395,LOW,No Intervention,17126,17126,0,Recovered,Not Sent,-10
CUSTOMER_0396,LOW,No Intervention,5499,5499,0,Recovered,Not Sent,-9
CUSTOMER_0397,LOW,No Intervention,7506,7506,0,Recovered,Not Sent,-2
CUSTOMER_0398,HIGH,Phone Call,11822,11822,0,Recovered,Not Sent,-5
CUSTOMER_0399,CRITICAL,Manual Follow-up,9066,9066,0,Recovered,Not Sent,-3
CUSTOMER_0400,AT-RISK,Email Reminder,10723,5557,5166,Partially Recovered,Not Sent,-4
CUSTOMER_0401,CRITICAL,Manual Follow-up,8522,3115,5407,Partially Recovered,Not Sent,-1
CUSTOMER_0402,LOW,No Intervention,6139,6139,0,Recovered,Not Sent,-3
CUSTOMER_0403,AT-RISK,Email Reminder,912,912,0,Recovered,Not Sent,-4
CUSTOMER_0404,AT-RISK,Email Reminder,11189,11189,0,Recovered,Not Sent,-8
CUSTOMER_0405,LOW,No Intervention,5058,5058,0,Recovered,Not Sent,-6
CUSTOMER_0406,LOW,No Intervention,4851,4851,0,Recovered,Not Sent,-1
CUSTOMER_0407,LOW,No Intervention,20265,20265,0,Recovered,Not Sent,-9
CUSTOMER_0408,HIGH,Phone Call,13023,13023,0,Recovered,Not Sent,-7
CUSTOMER_0409,LOW,No Intervention,10249,10249,0,Recovered,Not Sent,-5
CUSTOMER_0410,LOW,No Intervention,11697,11697,0,Recovered,Not Sent,-1
CUSTOMER_0411,LOW,No Intervention,11425,11425,0,Recovered,Not Sent,-1
CUSTOMER_0412,LOW,No Intervention,7770,7770,0,Recovered,Not Sent,-3
CUSTOMER_0413,AT-RISK,Email Reminder,2573,2573,0,Recovered,Not Sent,-7
CUSTOMER_0414,LOW,No Intervention,15857,15857,0,Recovered,Not Sent,-1
CUSTOMER_0415,AT-RISK,Email Reminder,5446,5446,0,Recovered,Not Sent,-1
CUSTOMER_0416,LOW,No Intervention,3290,3290,0,Recovered,Not Sent,-4
CUSTOMER_0417,LOW,No Intervention,11028,11028,0,Recovered,Not Sent,-3
CUSTOMER_0418,AT-RISK,Email Reminder,4614,4614,0,Recovered,Not Sent,-10
CUSTOMER_0419,LOW,No Intervention,28983,28983,0,Recovered,Not Sent,-7
CUSTOMER_0420,LOW,No Intervention,8374,8374,0,Recovered,Not Sent,-3
CUSTOMER_0421,AT-RISK,Email Reminder,1777,1777,0,Recovered,Not Sent,-2
CUSTOMER_0422,LOW,No Intervention,6917,6917,0,Recovered,Not Sent,-3
CUSTOMER_0423,HIGH,Phone Call,33056,33056,0,Recovered,Not Sent,-4
CUSTOMER_0424,HIGH,Phone Call,15681,0,15681,Pending,Not Sent,-1
CUSTOMER_0425,HIGH,Phone Call,12368,0,12368,Not Recovered,Not Sent,-9
CUSTOMER_0426,HIGH,Phone Call,6716,6716,0,Recovered,Not Sent,-1
CUSTOMER_0427,AT-RISK,Email Reminder,18228,18228,0,Recovered,Not Sent,-9
CUSTOMER_0428,CRITICAL,Manual Follow-up,4689,0,4689,Pending,Not Sent,-4
CUSTOMER_0429,LOW,No Intervention,10458,10458,0,Recovered,Not Sent,-4
CUSTOMER_0430,LOW,No Intervention,7079,7079,0,Recovered,Not Sent,-7
CUSTOMER_0431,AT-RISK,Email Reminder,10353,10353,0,Recovered,Not Sent,-10
CUSTOMER_0432,LOW,No Intervention,4404,4404,0,Recovered,Not Sent,-10
CUSTOMER_0433,HIGH,Phone Call,3004,3004,0,Recovered,Not Sent,-1
CUSTOMER_0434,AT-RISK,Email Reminder,1169,362,807,Partially Recovered,Not Sent,-9
CUSTOMER_0435,HIGH,Phone Call,39610,0,39610,Pending,Not Sent,-8
CUSTOMER_0436,LOW,No Intervention,5238,5238,0,Recovered,Not Sent,-7
CUSTOMER_0437,LOW,No Intervention,13001,13001,0,Recovered,Not Sent,-5
CUSTOMER_0438,LOW,No Intervention,5371,5371,0,Recovered,Not Sent,-2
CUSTOMER_0439,LOW,No Intervention,9660,9660,0,Recovered,Not Sent,-5
CUSTOMER_0440,LOW,No Intervention,13444,13444,0,Recovered,Not Sent,-1
CUSTOMER_0441,CRITICAL,Manual Follow-up,7225,2506,4719,Partially Recovered,Not Sent,-10
CUSTOMER_0442,LOW,No Intervention,11479,11479,0,Recovered,Not Sent,-2
CUSTOMER_0443,LOW,No Intervention,4833,4833,0,Recovered,Not Sent,-10
CUSTOMER_0444,LOW,No Intervention,4070,4070,0,Recovered,Not Sent,-9
CUSTOMER_0445,AT-RISK,Email Reminder,13260,0,13260,Pending,Not Sent,-3
CUSTOMER_0446,LOW,No Intervention,5409,5409,0,Recovered,Not Sent,-5
CUSTOMER_0447,LOW,No Intervention,6530,6530,0,Recovered,Not Sent,-9
CUSTOMER_0448,LOW,No Intervention,9154,9154,0,Recovered,Not Sent,-9
CUSTOMER_0449,HIGH,Phone Call,37494,37494,0,Recovered,Not Sent,-2
CUSTOMER_0450,LOW,No Intervention,35524,35524,0,Recovered,Not Sent,-3
CUSTOMER_0451,LOW,No Intervention,8281,8281,0,Recovered,Not Sent,-2
CUSTOMER_0452,HIGH,Phone Call,12733,12733,0,Recovered,Not Sent,-7
CUSTOMER_0453,AT-RISK,Email Reminder,28053,28053,0,Recovered,Not Sent,-4
CUSTOMER_0454,LOW,No Intervention,8744,8744,0,Recovered,Not Sent,-6
CUSTOMER_0455,LOW,No Intervention,19402,19402,0,Recovered,Not Sent,-4
CUSTOMER_0456,LOW,No Intervention,3724,3724,0,Recovered,Not Sent,-6
CUSTOMER_0457,LOW,No Intervention,16281,16281,0,Recovered,Not Sent,-2
CUSTOMER_0458,LOW,No Intervention,5366,5366,0,Recovered,Not Sent,-5
CUSTOMER_0459,LOW,No Intervention,3465,3465,0,Recovered,Not Sent,-9
CUSTOMER_0460,LOW,No Intervention,13421,13421,0,Recovered,Not Sent,-6
CUSTOMER_0461,HIGH,Phone Call,20573,0,20573,Not Recovered,Not Sent,-10
CUSTOMER_0462,HIGH,Phone Call,10789,7198,3591,Partially Recovered,Not Sent,-10
CUSTOMER_0463,AT-RISK,Email Reminder,25622,25622,0,Recovered,Not Sent,-10
CUSTOMER_0464,HIGH,Phone Call,1685,0,1685,Pending,Not Sent,-10
CUSTOMER_0465,CRITICAL,Manual Follow-up,33808,0,33808,Pending,Not Sent,-8
CUSTOMER_0466,AT-RISK,Email Reminder,7277,2160,5117,Partially Recovered,Not Sent,-8
CUSTOMER_0467,AT-RISK,Email Reminder,1001,1001,0,Recovered,Not Sent,-8
CUSTOMER_0468,LOW,No Intervention,11058,11058,0,Recovered,Not Sent,-5
CUSTOMER_0469,AT-RISK,Email Reminder,5490,5490,0,Recovered,Not Sent,-2
CUSTOMER_0470,AT-RISK,Email Reminder,15092,0,15092,Pending,Not Sent,-2
CUSTOMER_0471,LOW,No Intervention,6132,6132,0,Recovered,Not Sent,-4
CUSTOMER_0472,LOW,No Intervention,2883,2883,0,Recovered,Not Sent,-1
CUSTOMER_0473,AT-RISK,Email Reminder,7324,7324,0,Recovered,Not Sent,-7
CUSTOMER_0474,AT-RISK,Email Reminder,6738,6738,0,Recovered,Not Sent,-1
CUSTOMER_0475,LOW,No Intervention,11453,11453,0,Recovered,Not Sent,-5
CUSTOMER_0476,HIGH,Phone Call,15121,0,15121,Not Recovered,Not Sent,-2
CUSTOMER_0477,CRITICAL,Manual Follow-up,3875,0,3875,Pending,Not Sent,-8
CUSTOMER_0478,LOW,No Intervention,23810,23810,0,Recovered,Not Sent,-7
CUSTOMER_0479,LOW,No Intervention,15826,15826,0,Recovered,Not Sent,-1
CUSTOMER_0480,AT-RISK,Email Reminder,31769,18942,12827,Partially Recovered,Not Sent,-4
CUSTOMER_0481,LOW,No Intervention,10221,4554,5667,Partially Recovered,Not Sent,-3
CUSTOMER_0482,AT-RISK,Email Reminder,7365,7365,0,Recovered,Not Sent,-6
CUSTOMER_0483,AT-RISK,Email Reminder,3237,2192,1045,Partially Recovered,Not Sent,-3
CUSTOMER_0484,AT-RISK,Email Reminder,10953,10953,0,Recovered,Not Sent,-2
CUSTOMER_0485,HIGH,Phone Call,3044,0,3044,Pending,Not Sent,-10
CUSTOMER_0486,LOW,No Intervention,6218,6218,0,Recovered,Not Sent,-2
CUSTOMER_0487,LOW,No Intervention,1351,1351,0,Recovered,Not Sent,-10
CUSTOMER_0488,LOW,No Intervention,7638,7638,0,Recovered,Not Sent,-10
CUSTOMER_0489,AT-RISK,Email Reminder,12670,12670,0,Recovered,Not Sent,-10
CUSTOMER_0490,HIGH,Phone Call,35925,35925,0,Recovered,Not Sent,-9
CUSTOMER_0491,AT-RISK,Email Reminder,8012,8012,0,Recovered,Not Sent,-3
CUSTOMER_0492,LOW,No Intervention,3069,3069,0,Recovered,Not Sent,-2
CUSTOMER_0493,LOW,No Intervention,3847,3847,0,Recovered,Not Sent,-2
CUSTOMER_0494,CRITICAL,Manual Follow-up,5962,5962,0,Recovered,Not Sent,-2
CUSTOMER_0495,LOW,No Intervention,6545,6545,0,Recovered,Not Sent,-1
CUSTOMER_0496,AT-RISK,Email Reminder,10253,3274,6979,Partially Recovered,Not Sent,-10
CUSTOMER_0497,AT-RISK,Email Reminder,26873,10142,16731,Partially Recovered,Not Sent,-5
CUSTOMER_0498,AT-RISK,Email Reminder,42672,42672,0,Recovered,Not Sent,-5
CUSTOMER_0499,LOW,No Intervention,9150,9150,0,Recovered,Not Sent,-8
CUSTOMER_0500,AT-RISK,Email Reminder,1115,483,632,Partially Recovered,Not Sent,-4
CUSTOMER_0501,LOW,No Intervention,3134,3134,0,Recovered,Not Sent,-6
CUSTOMER_0502,LOW,No Intervention,6698,6698,0,Recovered,Not Sent,-6
CUSTOMER_0503,LOW,No Intervention,1072,1072,0,Recovered,Not Sent,-3
CUSTOMER_0504,LOW,No Intervention,2293,2293,0,Recovered,Not Sent,-6
CUSTOMER_0505,HIGH,Phone Call,4245,4245,0,Recovered,Not Sent,-4
CUSTOMER_0506,AT-RISK,Email Reminder,13198,13198,0,Recovered,Not Sent,-4
CUSTOMER_0507,LOW,No Intervention,5666,5666,0,Recovered,Not Sent,-5
CUSTOMER_0508,AT-RISK,Email Reminder,6127,6127,0,Recovered,Not Sent,-7
CUSTOMER_0509,LOW,No Intervention,13784,13784,0,Recovered,Not Sent,-6
CUSTOMER_0510,AT-RISK,Email Reminder,11312,11312,0,Recovered,Not Sent,-6
CUSTOMER_0511,LOW,No Intervention,4043,4043,0,Recovered,Not Sent,-2
CUSTOMER_0512,CRITICAL,Manual Follow-up,32223,32223,0,Recovered,Not Sent,-10
CUSTOMER_0513,LOW,No Intervention,12609,12609,0,Recovered,Not Sent,-10
CUSTOMER_0514,LOW,No Intervention,7110,7110,0,Recovered,Not Sent,-8
CUSTOMER_0515,AT-RISK,Email Reminder,6433,3855,2578,Partially Recovered,Not Sent,-5
CUSTOMER_0516,LOW,No Intervention,6749,6749,0,Recovered,Not Sent,-4
CUSTOMER_0517,LOW,No Intervention,2969,2969,0,Recovered,Not Sent,-1
CUSTOMER_0518,AT-RISK,Email Reminder,15848,15848,0,Recovered,Not Sent,-6
CUSTOMER_0519,LOW,No Intervention,6532,6532,0,Recovered,Not Sent,-10
CUSTOMER_0520,LOW,No Intervention,1004,1004,0,Recovered,Not Sent,-1
CUSTOMER_0521,HIGH,Phone Call,5889,0,5889,Pending,Not Sent,-1
CUSTOMER_0522,AT-RISK,Email Reminder,6386,6386,0,Recovered,Not Sent,-8
CUSTOMER_0523,LOW,No Intervention,9558,9558,0,Recovered,Not Sent,-7
CUSTOMER_0524,HIGH,Phone Call,9367,9367,0,Recovered,Not Sent,-1
CUSTOMER_0525,LOW,No Intervention,8654,8654,0,Recovered,Not Sent,-2
CUSTOMER_0526,LOW,No Intervention,12977,12977,0,Recovered,Not Sent,-9
CUSTOMER_0527,AT-RISK,Email Reminder,8627,4299,4328,Partially Recovered,Not Sent,-10
CUSTOMER_0528,HIGH,Phone Call,35815,35815,0,Recovered,Not Sent,-7
CUSTOMER_0529,HIGH,Phone Call,11767,11767,0,Recovered,Not Sent,-5
CUSTOMER_0530,LOW,No Intervention,2343,1429,914,Partially Recovered,Not Sent,-2
CUSTOMER_0531,LOW,No Intervention,47477,47477,0,Recovered,Not Sent,-8
CUSTOMER_0532,LOW,No Intervention,4446,4446,0,Recovered,Not Sent,-3
CUSTOMER_0533,LOW,No Intervention,6227,6227,0,Recovered,Not Sent,-3
CUSTOMER_0534,HIGH,Phone Call,17337,5378,11959,Partially Recovered,Not Sent,-10
CUSTOMER_0535,LOW,No Intervention,6678,6678,0,Recovered,Not Sent,-9
CUSTOMER_0536,HIGH,Phone Call,3743,3743,0,Recovered,Not Sent,-4
CUSTOMER_0537,AT-RISK,Email Reminder,1067,1067,0,Recovered,Not Sent,-5
CUSTOMER_0538,AT-RISK,Email Reminder,12978,0,12978,Pending,Not Sent,-2
CUSTOMER_0539,HIGH,Phone Call,21345,21345,0,Recovered,Not Sent,-7
CUSTOMER_0540,LOW,No Intervention,8147,8147,0,Recovered,Not Sent,-3
CUSTOMER_0541,LOW,No Intervention,8608,8608,0,Recovered,Not Sent,-9
CUSTOMER_0542,HIGH,Phone Call,6750,4280,2470,Partially Recovered,Not Sent,-2
CUSTOMER_0543,LOW,No Intervention,3092,3092,0,Recovered,Not Sent,-8
CUSTOMER_0544,LOW,No Intervention,14558,7011,7547,Partially Recovered,Not Sent,-6
CUSTOMER_0545,LOW,No Intervention,16175,16175,0,Recovered,Not Sent,-2
CUSTOMER_0546,LOW,No Intervention,4059,4059,0,Recovered,Not Sent,-4
CUSTOMER_0547,HIGH,Phone Call,15448,15448,0,Recovered,Not Sent,-3
CUSTOMER_0548,AT-RISK,Email Reminder,13674,13674,0,Recovered,Not Sent,-3
CUSTOMER_0549,AT-RISK,Email Reminder,3939,1038,2901,Partially Recovered,Not Sent,-2
CUSTOMER_0550,AT-RISK,Email Reminder,8688,2805,5883,Partially Recovered,Not Sent,-5
CUSTOMER_0551,AT-RISK,Email Reminder,12790,12790,0,Recovered,Not Sent,-3
CUSTOMER_0552,LOW,No Intervention,25904,25904,0,Recovered,Not Sent,-5
CUSTOMER_0553,AT-RISK,Email Reminder,6686,6686,0,Recovered,Not Sent,-4
CUSTOMER_0554,LOW,No Intervention,8015,8015,0,Recovered,Not Sent,-7
CUSTOMER_0555,LOW,No Intervention,4967,4967,0,Recovered,Not Sent,-8
CUSTOMER_0556,HIGH,Phone Call,38646,38646,0,Recovered,Not Sent,-1
CUSTOMER_0557,AT-RISK,Email Reminder,9489,9489,0,Recovered,Not Sent,-10
CUSTOMER_0558,AT-RISK,Email Reminder,3093,3093,0,Recovered,Not Sent,-3
CUSTOMER_0559,LOW,No Intervention,11312,11312,0,Recovered,Not Sent,-9
CUSTOMER_0560,LOW,No Intervention,8135,8135,0,Recovered,Not Sent,-5
CUSTOMER_0561,AT-RISK,Email Reminder,8465,8465,0,Recovered,Not Sent,-4
CUSTOMER_0562,LOW,No Intervention,6155,6155,0,Recovered,Not Sent,-7
CUSTOMER_0563,AT-RISK,Email Reminder,4838,4838,0,Recovered,Not Sent,-2
CUSTOMER_0564,LOW,No Intervention,20207,20207,0,Recovered,Not Sent,-8
CUSTOMER_0565,HIGH,Phone Call,2347,2347,0,Recovered,Not Sent,-9
CUSTOMER_0566,CRITICAL,Manual Follow-up,5369,1384,3985,Partially Recovered,Not Sent,-9
CUSTOMER_0567,CRITICAL,Manual Follow-up,6666,0,6666,Not Recovered,Not Sent,-10
CUSTOMER_0568,LOW,No Intervention,12758,7803,4955,Partially Recovered,Not Sent,-5
CUSTOMER_0569,LOW,No Intervention,1848,1848,0,Recovered,Not Sent,-1
CUSTOMER_0570,LOW,No Intervention,6535,6535,0,Recovered,Not Sent,-5
CUSTOMER_0571,LOW,No Intervention,5992,5992,0,Recovered,Not Sent,-10
CUSTOMER_0572,AT-RISK,Email Reminder,8868,8868,0,Recovered,Not Sent,-9
CUSTOMER_0573,HIGH,Phone Call,19366,0,19366,Not Recovered,Not Sent,-2
CUSTOMER_0574,LOW,No Intervention,6957,6957,0,Recovered,Not Sent,-7
CUSTOMER_0575,AT-RISK,Email Reminder,4029,0,4029,Pending,Not Sent,-2
CUSTOMER_0576,LOW,No Intervention,5828,5828,0,Recovered,Not Sent,-6
CUSTOMER_0577,LOW,No Intervention,2542,2542,0,Recovered,Not Sent,-8
CUSTOMER_0578,HIGH,Phone Call,9806,9806,0,Recovered,Not Sent,-7
CUSTOMER_0579,LOW,No Intervention,35949,35949,0,Recovered,Not Sent,-10
CUSTOMER_0580,HIGH,Phone Call,4384,4384,0,Recovered,Not Sent,-1
CUSTOMER_0581,LOW,No Intervention,4642,4642,0,Recovered,Not Sent,-5
CUSTOMER_0582,AT-RISK,Email Reminder,10758,0,10758,Pending,Not Sent,-4
CUSTOMER_0583,AT-RISK,Email Reminder,5951,5951,0,Recovered,Not Sent,-5
CUSTOMER_0584,LOW,No Intervention,5060,5060,0,Recovered,Not Sent,-1
CUSTOMER_0585,LOW,No Intervention,17146,17146,0,Recovered,Not Sent,-5
CUSTOMER_0586,LOW,No Intervention,3008,3008,0,Recovered,Not Sent,-5
CUSTOMER_0587,LOW,No Intervention,3647,3647,0,Recovered,Not Sent,-3
CUSTOMER_0588,LOW,No Intervention,6920,6920,0,Recovered,Not Sent,-4
CUSTOMER_0589,HIGH,Phone Call,22035,22035,0,Recovered,Not Sent,-7
CUSTOMER_0590,HIGH,Phone Call,6138,6138,0,Recovered,Not Sent,-1
CUSTOMER_0591,LOW,No Intervention,47230,47230,0,Recovered,Not Sent,-4
CUSTOMER_0592,LOW,No Intervention,6582,6582,0,Recovered,Not Sent,-3
CUSTOMER_0593,HIGH,Phone Call,10743,0,10743,Not Recovered,Not Sent,-8
CUSTOMER_0594,AT-RISK,Email Reminder,4846,4846,0,Recovered,Not Sent,-2
CUSTOMER_0595,LOW,No Intervention,8357,8357,0,Recovered,Not Sent,-10
CUSTOMER_0596,AT-RISK,Email Reminder,7071,7071,0,Recovered,Not Sent,-8
CUSTOMER_0597,LOW,No Intervention,19105,19105,0,Recovered,Not Sent,-8
CUSTOMER_0598,AT-RISK,Email Reminder,12048,7766,4282,Partially Recovered,Not Sent,-5
CUSTOMER_0599,CRITICAL,Manual Follow-up,24879,0,24879,Pending,Not Sent,-8
CUSTOMER_0600,LOW,No Intervention,6585,6585,0,Recovered,Not Sent,-6
CUSTOMER_0601,LOW,No Intervention,10735,10735,0,Recovered,Not Sent,-1
CUSTOMER_0602,HIGH,Phone Call,13442,4623,8819,Partially Recovered,Not Sent,-10
CUSTOMER_0603,LOW,No Intervention,1939,1939,0,Recovered,Not Sent,-3
CUSTOMER_0604,AT-RISK,Email Reminder,1111,1111,0,Recovered,Not Sent,-7
CUSTOMER_0605,AT-RISK,Email Reminder,8287,8287,0,Recovered,Not Sent,-6
CUSTOMER_0606,LOW,No Intervention,7107,7107,0,Recovered,Not Sent,-2
CUSTOMER_0607,AT-RISK,Email Reminder,6942,6942,0,Recovered,Not Sent,-1
CUSTOMER_0608,LOW,No Intervention,7187,7187,0,Recovered,Not Sent,-9
CUSTOMER_0609,AT-RISK,Email Reminder,5249,0,5249,Pending,Not Sent,-8
CUSTOMER_0610,LOW,No Intervention,5179,5179,0,Recovered,Not Sent,-10
CUSTOMER_0611,LOW,No Intervention,9042,9042,0,Recovered,Not Sent,-8
CUSTOMER_0612,LOW,No Intervention,5886,5886,0,Recovered,Not Sent,-4
CUSTOMER_0613,LOW,No Intervention,16057,16057,0,Recovered,Not Sent,-8
CUSTOMER_0614,LOW,No Intervention,1855,1855,0,Recovered,Not Sent,-10
CUSTOMER_0615,LOW,No Intervention,12560,12560,0,Recovered,Not Sent,-1
CUSTOMER_0616,AT-RISK,Email Reminder,8143,0,8143,Pending,Not Sent,-7
CUSTOMER_0617,LOW,No Intervention,2090,2090,0,Recovered,Not Sent,-4
CUSTOMER_0618,AT-RISK,Email Reminder,6222,6222,0,Recovered,Not Sent,-4
CUSTOMER_0619,LOW,No Intervention,8211,8211,0,Recovered,Not Sent,-4
CUSTOMER_0620,LOW,No Intervention,4632,4632,0,Recovered,Not Sent,-1
